step,action_type,reward_breakdown
5643,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5644,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.9380038544074227, 'kl_distance': 0, 'compaction_gain': 1.9380038544074227, 'humanity': 1.3499999999999999, 'rules_based_humanity': 1.3499999999999999, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5645,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5646,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.168379918879265, 'kl_distance': 0, 'compaction_gain': 0.168379918879265, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5647,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5648,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5649,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5650,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5651,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5652,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5653,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5654,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.061403284779000124, 'kl_distance': 0, 'compaction_gain': 0.061403284779000124, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5655,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5656,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.9380038544074227, 'kl_distance': 0, 'compaction_gain': 1.9380038544074227, 'humanity': 1.3499999999999999, 'rules_based_humanity': 1.3499999999999999, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5657,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5658,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5659,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5660,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.5980761429569987, 'kl_distance': 1.5980761429569987, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5661,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5662,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.25279591367145016, 'kl_distance': 0.25279591367145016, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5663,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.6220081207544682, 'kl_distance': 0.6220081207544682, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5664,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.720255261260747, 'kl_distance': 0.720255261260747, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5665,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5666,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.9769384154379879, 'kl_distance': 0, 'compaction_gain': 1.9769384154379879, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5667,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.10433692099064693, 'kl_distance': 0.10433692099064693, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5668,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 2.180467072425644, 'kl_distance': 2.180467072425644, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5669,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.78794012596828, 'kl_distance': 1.78794012596828, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5670,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5671,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.917985866566894, 'kl_distance': 0, 'compaction_gain': 1.917985866566894, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5672,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.876165469583465, 'kl_distance': 0, 'compaction_gain': 1.876165469583465, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5673,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.30732306791282454, 'kl_distance': 0.30732306791282454, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5674,filter,"{'empty_display': 0, 'empty_groupings': -1.8, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -1.8, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5675,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5676,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5677,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5678,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5679,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5680,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.25296492464133946, 'kl_distance': 0, 'compaction_gain': 0.25296492464133946, 'humanity': 1.3499999999999999, 'rules_based_humanity': 1.3499999999999999, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5681,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.12904201814040303, 'kl_distance': 0, 'compaction_gain': 0.12904201814040303, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5682,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.047465119412077844, 'kl_distance': 0, 'compaction_gain': 0.047465119412077844, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5683,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.03984041879065419, 'kl_distance': 0, 'compaction_gain': 0.03984041879065419, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5684,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.1246907421072812, 'kl_distance': 0.1246907421072812, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5685,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5686,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.16736937744268934, 'kl_distance': 0.16736937744268934, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5687,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5688,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5689,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5690,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5691,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5692,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': -1.3499999999999999, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5693,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.4626989134141685, 'kl_distance': 0, 'compaction_gain': 0.4626989134141685, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5694,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.056991360362968174, 'kl_distance': 0, 'compaction_gain': 0.056991360362968174, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5695,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5696,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5697,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5698,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
5699,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.03882458548829861, 'kl_distance': 0, 'compaction_gain': 0.03882458548829861, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
